"Date","InCount","outlier"
"466","2010-10-25","11712",2
"467","2010-10-26","10810",2
"468","2010-10-27","13514",2
"469","2010-10-28","15611",2
"470","2010-10-29","16038",2
"471","2010-10-30","14412",2
"472","2010-10-31","4674",2
"473","2010-11-01","9610",2
"474","2010-11-02","8108",2
"475","2010-11-03","9738",2
"476","2010-11-04","10413",2
"477","2010-11-05","10940",2
"478","2010-11-06","13079",2
"479","2010-11-07","4961",2
"480","2010-11-08","7101",2
"481","2010-11-09","9306",2
"482","2010-11-10","11752",2
"483","2010-11-11","12085",2
"484","2010-11-12","8712",2
"485","2010-11-13","14202",2
"486","2010-11-14","4078",2
"487","2010-11-15","8473",2
"488","2010-11-16","8732",2
"489","2010-11-17","8163",2
"490","2010-11-18","25571",2
"491","2010-11-19","12813",2
"492","2010-11-20","13105",2
"493","2010-11-21","4964",2
"494","2010-11-22","8546",2
"495","2010-11-23","11676",2
"496","2010-11-24","11338",2
"497","2010-11-25","19738",2
"498","2010-11-26","15528",2
"499","2010-11-27","13914",2
"500","2010-11-28","3342",2
"501","2010-11-29","6859",2
"502","2010-11-30","10162",2
"503","2010-12-01","5225",2
"504","2010-12-02","11377",2
"505","2010-12-03","11614",2
"506","2010-12-04","14268",2
"507","2010-12-05","4725",2
"508","2010-12-06","11003",2
"509","2010-12-07","10386",2
"510","2010-12-08","13397",2
"511","2010-12-09","22619",2
"512","2010-12-10","13072",2
"513","2010-12-11","13058",2
"514","2010-12-12","4317",2
"515","2010-12-13","10366",2
"516","2010-12-14","10912",2
"517","2010-12-15","14042",2
"518","2010-12-16","29755",2
"519","2010-12-17","16780",2
"520","2010-12-18","12173",2
"521","2010-12-19","3263",2
"522","2010-12-20","13001",2
"523","2010-12-21","16591",2
"524","2010-12-22","17146",2
"525","2010-12-23","25044",2
"526","2010-12-24","3687",2
"527","2010-12-25","528",2
"528","2010-12-26","1905",2
"529","2010-12-27","6710",2
"530","2010-12-28","6910",2
"531","2010-12-29","10956",2
"532","2010-12-30","10805",2
"533","2010-12-31","5293",2
"534","2011-01-01","2387",2
"535","2011-01-02","3445",2
"536","2011-01-03","4581",2
"537","2011-01-04","7234",2
"538","2011-01-05","7944",2
"539","2011-01-06","8910",2
"540","2011-01-07","6498",2
"541","2011-01-08","9084",2
"542","2011-01-09","2752",2
"543","2011-01-10","7214",2
"544","2011-01-11","8585",2
"545","2011-01-12","8966",2
"546","2011-01-13","10247",2
"547","2011-01-14","10123",2
"548","2011-01-15","10201",2
"549","2011-01-16","3047",2
"550","2011-01-17","8553",2
"551","2011-01-18","8851",2
"552","2011-01-19","10668",2
"553","2011-01-20","12022",2
"554","2011-01-21","10272",2
"555","2011-01-22","11082",2
"556","2011-01-23","3650",2
"557","2011-01-24","7653",2
"558","2011-01-25","8128",2
"559","2011-01-26","9456",2
"560","2011-01-27","11879",2
"561","2011-01-28","12960",2
"562","2011-01-29","13950",2
"563","2011-01-30","4435",2
"564","2011-01-31","8873",2
"565","2011-02-01","8393",2
"566","2011-02-02","7956",2
"567","2011-02-03","8797",2
"568","2011-02-04","8831",2
"569","2011-02-05","10087",2
"570","2011-02-06","3332",2
"571","2011-02-07","8756",2
"572","2011-02-08","10350",2
"573","2011-02-09","11197",2
"574","2011-02-10","13150",2
"575","2011-02-11","11072",2
"576","2011-02-12","14052",2
"577","2011-02-13","3052",2
"578","2011-02-14","9566",2
"579","2011-02-15","8203",2
"580","2011-02-16","10417",2
"581","2011-02-17","11383",2
"582","2011-02-18","11486",2
"583","2011-02-19","9427",2
"584","2011-02-20","4022",2
"585","2011-02-21","7019",2
"586","2011-02-22","9317",2
"587","2011-02-23","10897",2
"588","2011-02-24","14383",2
"589","2011-02-25","13878",2
"590","2011-02-26","12231",2
"591","2011-02-27","4447",2
"592","2011-02-28","9077",2
"593","2011-03-01","9811",2
"594","2011-03-02","10137",2
"595","2011-03-03","11486",2
"596","2011-03-04","12284",2
"597","2011-03-05","12441",2
"598","2011-03-06","4430",2
"599","2011-03-07","9291",2
"600","2011-03-08","9247",2
"601","2011-03-09","10232",2
"602","2011-03-10","10307",2
"603","2011-03-11","11111",2
"604","2011-03-12","11359",2
"605","2011-03-13","4220",2
"606","2011-03-14","9111",2
"607","2011-03-15","7912",2
"608","2011-03-16","8497",2
"609","2011-03-17","12592",2
"610","2011-03-18","12806",2
"611","2011-03-19","11862",2
"612","2011-03-20","4239",2
"613","2011-03-21","9092",2
"614","2011-03-22","10867",2
"615","2011-03-23","11498",2
"616","2011-03-24","12918",2
"617","2011-03-25","13868",2
"618","2011-03-26","12281",2
"619","2011-03-27","4696",2
"620","2011-03-28","10395",2
"621","2011-03-29","9681",2
"622","2011-03-30","10620",2
"623","2011-03-31","13851",2
"624","2011-04-01","14065",2
"625","2011-04-02","15298",2
"626","2011-04-03","3677",2
"627","2011-04-04","9674",2
"628","2011-04-05","10351",2
"629","2011-04-06","11841",2
"630","2011-04-07","12971",2
"631","2011-04-08","12949",2
"632","2011-04-09","11409",2
"633","2011-04-10","4061",2
"634","2011-04-11","9034",2
"635","2011-04-12","10257",2
"636","2011-04-13","10757",2
"637","2011-04-14","12815",2
"638","2011-04-15","12440",2
"639","2011-04-16","11862",2
"640","2011-04-17","3967",2
"641","2011-04-18","9398",2
"642","2011-04-19","8843",2
"643","2011-04-20","10164",2
"644","2011-04-21","14615",2
"645","2011-04-22","9011",2
"646","2011-04-23","9784",2
"647","2011-04-24","3666",2
"648","2011-04-25","5025",2
"649","2011-04-26","7874",2
"650","2011-04-27","9675",2
"651","2011-04-28","14556",2
"652","2011-04-29","7705",2
"653","2011-04-30","12875",2
"654","2011-05-01","5177",2
"655","2011-05-02","5012",2
"656","2011-05-03","8749",2
"657","2011-05-04","9925",2
"658","2011-05-05","10669",2
"659","2011-05-06","12490",2
"660","2011-05-07","12501",2
"661","2011-05-08","4505",2
"662","2011-05-09","9045",2
"663","2011-05-10","9332",2
"664","2011-05-11","10970",2
"665","2011-05-12","13717",2
"666","2011-05-13","10134",2
"667","2011-05-14","10787",2
"668","2011-05-15","3647",2
"669","2011-05-16","8811",2
"670","2011-05-17","9764",2
"671","2011-05-18","10331",2
"672","2011-05-19","13062",2
"673","2011-05-20","11022",2
"674","2011-05-21","12643",2
"675","2011-05-22","3408",2
"676","2011-05-23","7662",2
"677","2011-05-24","8607",2
"678","2011-05-25","11146",2
"679","2011-05-26","12954",2
"680","2011-05-27","13079",2
"681","2011-05-28","11789",2
"682","2011-05-29","6170",2
"683","2011-05-30","5646",2
"684","2011-05-31","11353",2
"685","2011-06-01","12706",2
"686","2011-06-02","13816",2
"687","2011-06-03","11325",2
"688","2011-06-04","10788",2
"689","2011-06-05","3816",2
"690","2011-06-06","8476",2
"691","2011-06-07","9300",2
"692","2011-06-08","10083",2
"693","2011-06-09","11488",2
"694","2011-06-10","10533",2
"695","2011-06-11","10645",2
"696","2011-06-12","2432",2
"697","2011-06-13","8758",2
"698","2011-06-14","11267",2
"699","2011-06-15","9544",2
"700","2011-06-16","11927",2
"701","2011-06-17","11849",2
"702","2011-06-18","11538",2
"703","2011-06-19","3871",2
"704","2011-06-20","9103",2
"705","2011-06-21","9609",2
"706","2011-06-22","10997",2
"707","2011-06-23","11531",2
"708","2011-06-24","12604",2
"709","2011-06-25","11843",2
"710","2011-06-26","3934",2
"711","2011-06-27","9734",2
"712","2011-06-28","10233",2
"713","2011-06-29","10642",2
"714","2011-06-30","15787",2
"715","2011-07-01","12955",2
"716","2011-07-02","12018",2
"717","2011-07-03","3919",2
"718","2011-07-04","9451",2
"719","2011-07-05","10773",2
"720","2011-07-06","9910",2
"721","2011-07-07","12667",2
"722","2011-07-08","10197",2
"723","2011-07-09","11612",2
"724","2011-07-10","3721",2
"725","2011-07-11","9655",2
"726","2011-07-12","10001",2
"727","2011-07-13","10331",2
"728","2011-07-14","12477",2
"729","2011-07-15","12416",2
"730","2011-07-16","11862",2
"731","2011-07-17","4285",2
"732","2011-07-18","9922",2
"733","2011-07-19","10862",2
"734","2011-07-20","11395",2
"735","2011-07-21","13852",2
"736","2011-07-22","11924",2
"737","2011-07-23","11407",2
"738","2011-07-24","3569",2
"739","2011-07-25","9386",2
"740","2011-07-26","10630",2
"741","2011-07-27","11226",2
"742","2011-07-28","13934",2
"743","2011-07-29","12695",2
"744","2011-07-30","11982",2
"745","2011-07-31","4786",2
"746","2011-08-01","10379",2
"747","2011-08-02","9343",2
"748","2011-08-03","10058",2
"749","2011-08-04","11537",2
"750","2011-08-05","11565",2
"751","2011-08-06","10409",2
"752","2011-08-07","5855",2
"753","2011-08-08","8489",2
"754","2011-08-09","9013",2
"755","2011-08-10","10589",2
"756","2011-08-11","10166",2
"757","2011-08-12","9736",2
"758","2011-08-13","10723",2
"759","2011-08-14","4067",2
"760","2011-08-15","8829",2
"761","2011-08-16","9777",2
"762","2011-08-17","10546",2
"763","2011-08-18","11464",2
"764","2011-08-19","10408",2
"765","2011-08-20","10455",2
"766","2011-08-21","3704",2
"767","2011-08-22","9295",2
"768","2011-08-23","10204",2
"769","2011-08-24","11010",2
"770","2011-08-25","11726",2
"771","2011-08-26","9569",2
"772","2011-08-27","9894",2
"773","2011-08-28","4888",2
"774","2011-08-29","4750",2
"775","2011-08-30","9250",2
"776","2011-08-31","11364",2
"777","2011-09-01","12742",2
"778","2011-09-02","11247",2
"779","2011-09-03","9856",2
"780","2011-09-04","3663",2
"781","2011-09-05","8201",2
"782","2011-09-06","8413",2
"783","2011-09-07","8756",2
"784","2011-09-08","11718",2
"785","2011-09-09","11704",2
"786","2011-09-10","10832",2
"787","2011-09-11","3320",2
"788","2011-09-12","8206",2
"789","2011-09-13","8294",2
"790","2011-09-14","9409",2
"791","2011-09-15","11805",2
"792","2011-09-16","8746",2
"793","2011-09-17","12422",2
"794","2011-09-18","3822",2
"795","2011-09-19","9599",2
"796","2011-09-20","10332",2
"797","2011-09-21","9089",2
"798","2011-09-22","12749",2
"799","2011-09-23","14119",2
"800","2011-09-24","14025",2
"801","2011-09-25","4632",2
"802","2011-09-26","10030",2
"803","2011-09-27","11290",2
"804","2011-09-28","10948",2
"805","2011-09-29","13152",2
"806","2011-09-30","13237",2
"807","2011-10-01","12283",2
"808","2011-10-02","3805",2
"809","2011-10-03","9623",2
"810","2011-10-04","9442",2
"811","2011-10-05","10258",2
"812","2011-10-06","10304",2
"813","2011-10-07","17964",2
"814","2011-10-08","10397",2
"815","2011-10-09","4107",2
"816","2011-10-10","6322",2
"817","2011-10-11","8710",2
"818","2011-10-12","8795",2
"819","2011-10-13","13881",2
"820","2011-10-14","11963",2
"821","2011-10-15","12492",2
"822","2011-10-16","4239",2
"823","2011-10-17","8698",2
"824","2011-10-18","10494",2
"825","2011-10-19","10514",2
"826","2011-10-20","11969",2
"827","2011-10-21","12425",2
"828","2011-10-22","13027",2
"829","2011-10-23","4252",2
"830","2011-10-24","8860",2
"831","2011-10-25","10048",2
"832","2011-10-26","11229",2
"833","2011-10-27","11831",2
"834","2011-10-28","14659",2
"835","2011-10-29","9746",2
"836","2011-10-30","4196",2
"837","2011-10-31","6976",2
"838","2011-11-01","8106",2
"839","2011-11-02","8221",2
"840","2011-11-03","9913",2
"841","2011-11-04","9927",2
"842","2011-11-05","8993",2
"843","2011-11-06","3738",2
"844","2011-11-07","5921",2
"845","2011-11-08","11471",2
"846","2011-11-09","11054",2
"847","2011-11-10","36567",1
"848","2011-11-11","13908",2
"849","2011-11-12","15453",2
"850","2011-11-13","4817",2
"851","2011-11-14","10398",2
"852","2011-11-15","11129",2
"853","2011-11-16","12577",2
"854","2011-11-17","18973",2
"855","2011-11-18","16196",2
"856","2011-11-19","18688",2
"857","2011-11-20","4446",2
"858","2011-11-21","9950",2
"859","2011-11-22","12240",2
"860","2011-11-23","11997",2
"861","2011-11-24","19838",2
"862","2011-11-25","15999",2
"863","2011-11-26","15922",2
"864","2011-11-27","4794",2
"865","2011-11-28","10934",2
"866","2011-11-29","9939",2
"867","2011-11-30","14430",2
"868","2011-12-01","23465",2
"869","2011-12-02","15780",2
"870","2011-12-03","15296",2
"871","2011-12-04","3776",2
"872","2011-12-05","9188",2
"873","2011-12-06","10071",2
"874","2011-12-07","10143",2
"875","2011-12-08","20757",2
"876","2011-12-09","13668",2
"877","2011-12-10","14082",2
