"Date","InCount","outlier"
"771","2011-08-26","152835",2
"772","2011-08-27","188019",2
"773","2011-08-28","85468",2
"774","2011-08-29","104582",2
"775","2011-08-30","148196",2
"776","2011-08-31","155587",2
"777","2011-09-01","155315",2
"778","2011-09-02","163453",2
"779","2011-09-03","179589",2
"780","2011-09-04","80313",2
"781","2011-09-05","137379",2
"782","2011-09-06","122976",2
"783","2011-09-07","129170",2
"784","2011-09-08","130677",2
"785","2011-09-09","150845",2
"786","2011-09-10","188957",2
"787","2011-09-11","84840",2
"788","2011-09-12","133661",2
"789","2011-09-13","132752",2
"790","2011-09-14","132455",2
"791","2011-09-15","156975",2
"792","2011-09-16","143643",2
"793","2011-09-17","191888",2
"794","2011-09-18","93143",2
"795","2011-09-19","147481",2
"796","2011-09-20","143444",2
"797","2011-09-21","162216",2
"798","2011-09-22","148567",2
"799","2011-09-23","162287",2
"800","2011-09-24","240273",2
"801","2011-09-25","103866",2
"802","2011-09-26","160558",2
"803","2011-09-27","156233",2
"804","2011-09-28","153317",2
"805","2011-09-29","150689",2
"806","2011-09-30","170647",2
"807","2011-10-01","216226",2
"808","2011-10-02","93443",2
"809","2011-10-03","138826",2
"810","2011-10-04","136500",2
"811","2011-10-05","149486",2
"812","2011-10-06","129222",2
"813","2011-10-07","160570",2
"814","2011-10-08","207884",2
"815","2011-10-09","96799",2
"816","2011-10-10","109252",2
"817","2011-10-11","133062",2
"818","2011-10-12","124183",2
"819","2011-10-13","138113",2
"820","2011-10-14","163769",2
"821","2011-10-15","238712",2
"822","2011-10-16","98815",2
"823","2011-10-17","126785",2
"824","2011-10-18","122882",2
"825","2011-10-19","145263",2
"826","2011-10-20","146584",2
"827","2011-10-21","158126",2
"828","2011-10-22","241699",2
"829","2011-10-23","98570",2
"830","2011-10-24","176825",2
"831","2011-10-25","172305",2
"832","2011-10-26","176978",2
"833","2011-10-27","163201",2
"834","2011-10-28","207989",2
"835","2011-10-29","224680",2
"836","2011-10-30","102598",2
"837","2011-10-31","151280",2
"838","2011-11-01","141465",2
"839","2011-11-02","134741",2
"840","2011-11-03","134769",2
"841","2011-11-04","156644",2
"842","2011-11-05","201372",2
"843","2011-11-06","104083",2
"844","2011-11-07","127280",2
"845","2011-11-08","129771",2
"846","2011-11-09","161621",2
"847","2011-11-10","170909",2
"848","2011-11-11","178881",2
"849","2011-11-12","312043",1
"850","2011-11-13","117597",2
"851","2011-11-14","158503",2
"852","2011-11-15","163731",2
"853","2011-11-16","169196",2
"854","2011-11-17","187066",2
"855","2011-11-18","200212",2
"856","2011-11-19","331337",1
"857","2011-11-20","139407",2
"858","2011-11-21","162967",2
"859","2011-11-22","166455",2
"860","2011-11-23","169490",2
"861","2011-11-24","179433",2
"862","2011-11-25","187239",2
"863","2011-11-26","321231",1
"864","2011-11-27","157172",2
"865","2011-11-28","185281",2
"866","2011-11-29","158390",2
"867","2011-11-30","275729",1
"868","2011-12-01","191196",2
"869","2011-12-02","221392",2
"870","2011-12-03","344553",1
"871","2011-12-04","138113",2
"872","2011-12-05","175275",2
"873","2011-12-06","175637",2
"874","2011-12-07","171559",2
"875","2011-12-08","148360",2
"876","2011-12-09","196512",2
"877","2011-12-10","330973",1
"878","2011-12-11","158317",2
"879","2011-12-12","207186",2
"880","2011-12-13","195026",2
"881","2011-12-14","172598",2
"882","2011-12-15","211526",2
"883","2011-12-16","230695",2
"884","2011-12-17","310746",1
"885","2011-12-18","181733",2
"886","2011-12-19","254472",1
"887","2011-12-20","283343",1
"888","2011-12-21","271715",1
"889","2011-12-22","309388",1
"890","2011-12-23","259926",1
"891","2011-12-24","192990",2
"892","2011-12-25","2525",1
"893","2011-12-26","228351",2
"894","2011-12-27","273155",1
"895","2011-12-28","266772",1
"896","2011-12-29","193166",2
"897","2011-12-30","212086",2
"898","2011-12-31","172617",2
"899","2012-01-01","19809",1
"900","2012-01-02","134362",2
"901","2012-01-03","119090",2
"902","2012-01-04","123588",2
"903","2012-01-05","132831",2
"904","2012-01-06","152141",2
"905","2012-01-07","194692",2
"906","2012-01-08","83049",2
"907","2012-01-09","141918",2
"908","2012-01-10","138721",2
"909","2012-01-11","140229",2
